SeriesInstanceUID,prediction
1.3.46.670589.11.10042.5.0.6580.2024020801423973148,0
1.3.46.670589.11.10042.5.0.6580.2024020801401995088,0
1.3.46.670589.11.10042.5.0.7864.2023121915023731985,1
1.3.46.670589.11.10042.5.0.7864.2023121915063351093,1
1.3.46.670589.11.10042.5.0.7864.2023121915015182984,1
1.3.46.670589.11.10042.5.0.7864.2023121915392281620,0
1.3.46.670589.11.10042.5.0.7864.2023121915400673621,0
1.3.46.670589.11.10042.5.0.7864.2023121915413889654,0
1.3.46.670589.11.10042.5.0.7864.2023121915502445885,0
1.3.46.670589.11.10042.5.0.7864.2023121915523681919,0
1.3.46.670589.11.10042.5.0.7864.2023121915510464886,0
1.3.46.670589.11.10042.5.0.7864.2023121917480079746,0
1.3.46.670589.11.10042.5.0.7864.2023121917463989713,0
1.3.46.670589.11.10042.5.0.7864.2023121917455431712,0
1.3.46.670589.11.10042.5.0.7864.2023121919475085650,0
1.3.46.670589.11.10042.5.0.7864.2023121919470520649,0
1.3.46.670589.11.10042.5.0.7864.2023121919491193683,0
1.3.46.670589.11.10042.5.0.7864.2023122001393131135,0
1.3.46.670589.11.10042.5.0.7864.2023122001402096136,0
1.3.46.670589.11.10042.5.0.7864.2023122001415923169,0
1.3.46.670589.11.10042.5.0.7788.2024031006423098441,0
1.3.46.670589.11.10042.5.0.7788.2024031006412725410,0
1.3.46.670589.11.10042.5.0.7788.2024031006404251409,0
1.3.46.670589.11.10042.5.0.7788.2024031007085867982,0
1.3.46.670589.11.10042.5.0.7788.2024031007100243013,0
1.3.46.670589.11.10042.5.0.7788.2024031007081401981,0
1.3.46.670589.11.10042.5.0.7788.2024031007170871135,0
1.3.46.670589.11.10042.5.0.7788.2024031007175464136,0
1.3.46.670589.11.10042.5.0.7788.2024031007185850167,0
1.3.46.670589.11.10042.5.0.7788.2024031009085512509,0
1.3.46.670589.11.10042.5.0.7788.2024031009093975510,0
1.3.46.670589.11.10042.5.0.7788.2024031009104343541,0
1.3.46.670589.11.10042.5.0.7788.2024031009215437750,0
1.3.46.670589.11.10042.5.0.7788.2024031009234251981,0
1.3.46.670589.11.10042.5.0.7788.2024031009223851956,0
1.3.46.670589.11.10042.5.0.7788.2024031010083482604,0
1.3.46.670589.11.10042.5.0.7788.2024031010091953605,0
1.3.46.670589.11.10042.5.0.7788.2024031010102331636,0
1.3.46.670589.11.10042.5.0.7788.2024031011152529213,0
1.3.46.670589.11.10042.5.0.7788.2024031011144104007,0
1.3.46.670589.11.10042.5.0.7788.2024031011162904238,0
1.3.46.670589.11.10042.5.0.7788.2024031012302934364,0
1.3.46.670589.11.10042.5.0.7788.2024031012292576333,0
1.3.46.670589.11.10042.5.0.7788.2024031012284104332,0
1.3.46.670589.11.10042.5.0.7788.2024031014041535686,0
1.3.46.670589.11.10042.5.0.7788.2024031014033092685,0
1.3.46.670589.11.10042.5.0.7788.2024031014051915717,0
1.3.46.670589.11.10042.5.0.7788.2024031017295842071,0
1.3.46.670589.11.10042.5.0.7788.2024031017303654096,0
1.3.46.670589.11.10042.5.0.7788.2024031017285551070,0
1.3.46.670589.11.10042.5.0.7788.2024031017482473463,0
1.3.46.670589.11.10042.5.0.7788.2024031017500842495,0
1.3.46.670589.11.10042.5.0.7788.2024031017493017464,0
1.3.46.670589.11.10042.5.0.7984.2024022500164679888,0
1.3.46.670589.11.10042.5.0.7984.2024022500172417889,0
1.3.46.670589.11.10042.5.0.7984.2024022500184950922,0
1.3.46.670589.11.10042.5.0.7984.2024022501412165021,0
1.3.46.670589.11.10042.5.0.7984.2024022501391493987,0
1.3.46.670589.11.10042.5.0.7984.2024022501400065988,0
1.3.46.670589.11.10042.5.0.7984.2024022502173675927,0
1.3.46.670589.11.10042.5.0.7984.2024022502182231928,0
1.3.46.670589.11.10042.5.0.7984.2024022502194329961,0
1.3.46.670589.11.10042.5.0.7984.2024022503485421299,0
1.3.46.670589.11.10042.5.0.7984.2024022503494000300,0
1.3.46.670589.11.10042.5.0.7984.2024022503510107333,0
1.3.46.670589.11.10042.5.0.7984.2024022504004357582,0
1.3.46.670589.11.10042.5.0.7984.2024022503583695548,0
1.3.46.670589.11.10042.5.0.7984.2024022503592262549,0
1.3.46.670589.11.10042.5.0.7984.2024022412365585883,0
1.3.46.670589.11.10042.5.0.7984.2024022412415604947,0
1.3.46.670589.11.10042.5.0.7984.2024022412432153086,0
1.3.46.670589.11.10042.5.0.7984.2024022413051537443,1
1.3.46.670589.11.10042.5.0.7984.2024022412524584310,1
1.3.46.670589.11.10042.5.0.7984.2024022412541526342,1
1.3.46.670589.11.10042.5.0.7984.2024022413431414930,0
1.3.46.670589.11.10042.5.0.7984.2024022413275373729,0
1.3.46.670589.11.10042.5.0.7984.2024022413272215728,0
1.3.46.670589.11.10042.5.0.7984.2024022413580276155,0
1.3.46.670589.11.10042.5.0.7984.2024022413535773081,0
1.3.46.670589.11.10042.5.0.7984.2024022413532351080,0
1.3.46.670589.11.10042.5.0.7984.2024022417235695073,0
1.3.46.670589.11.10042.5.0.7984.2024022417132760928,0
1.3.46.670589.11.10042.5.0.7984.2024022417142410929,0
1.3.46.670589.11.10042.5.0.7984.2024022417283531137,1
1.3.46.670589.11.10042.5.0.7984.2024022417293067138,1
1.3.46.670589.11.10042.5.0.7984.2024022417303114169,1
1.3.46.670589.11.10042.5.0.7984.2024022417461139459,0
1.3.46.670589.11.10042.5.0.7984.2024022417384534291,0
1.3.46.670589.11.10042.5.0.7984.2024022417471170585,0
1.3.46.670589.11.10042.5.0.7984.2024022421153187376,0
1.3.46.670589.11.10042.5.0.7984.2024022421144635375,0
1.3.46.670589.11.10042.5.0.7984.2024022421165300409,0
1.3.46.670589.11.10042.5.0.7984.2024022421280787700,0
1.3.46.670589.11.10042.5.0.7984.2024022421260126666,0
1.3.46.670589.11.10042.5.0.7984.2024022421264698667,0
1.3.46.670589.11.10042.5.0.7984.2024022421422496005,0
1.3.46.670589.11.10042.5.0.7984.2024022421443167039,0
1.3.46.670589.11.10042.5.0.7984.2024022421431068006,0
1.3.46.670589.11.10042.5.0.7984.2024022422030212415,0
1.3.46.670589.11.10042.5.0.7984.2024022422004132363,0
1.3.46.670589.11.10042.5.0.7984.2024022422000112362,0
1.3.46.670589.11.10042.5.0.7984.2024022423075168727,1
1.3.46.670589.11.10042.5.0.7984.2024022423083725728,1
1.3.46.670589.11.10042.5.0.7984.2024022423095823761,1
1.3.46.670589.11.10042.5.0.4700.2024030908491303202,0
1.3.46.670589.11.10042.5.0.4700.2024030908454121070,0
1.3.46.670589.11.10042.5.0.4700.2024030908441425038,0
1.3.46.670589.11.10042.5.0.4700.2024030910452042491,0
1.3.46.670589.11.10042.5.0.4700.2024030910301193291,0
1.3.46.670589.11.10042.5.0.4700.2024030910304859292,0
1.3.46.670589.11.10042.5.0.4700.2024030910552567641,0
1.3.46.670589.11.10042.5.0.4700.2024030910555975642,0
1.3.46.670589.11.10042.5.0.4700.2024030911005512741,0
1.3.46.670589.11.10042.5.0.4700.2024030912033775605,0
1.3.46.670589.11.10042.5.0.4700.2024030912021278579,0
1.3.46.670589.11.10042.5.0.4700.2024030912050317700,0
1.3.46.670589.11.10042.5.0.4700.2024030912223531934,0
1.3.46.670589.11.10042.5.0.4700.2024030912240137966,0
1.3.46.670589.11.10042.5.0.4700.2024030912262303080,0
1.3.46.670589.11.10042.5.0.4700.2024030912383850430,1
1.3.46.670589.11.10042.5.0.4700.2024030912391628431,1
1.3.46.670589.11.10042.5.0.4700.2024030912452401509,1
1.3.46.670589.11.10042.5.0.4700.2024030913245098970,0
1.3.46.670589.11.10042.5.0.4700.2024030913252853971,0
1.3.46.670589.11.10042.5.0.4700.2024030913394639148,0
1.3.46.670589.11.10042.5.0.4700.2024030914153814649,1
1.3.46.670589.11.10042.5.0.4700.2024030914170570681,1
1.3.46.670589.11.10042.5.0.4700.2024030914182428770,1
1.3.46.670589.11.10042.5.0.4700.2024030917251232238,0
1.3.46.670589.11.10042.5.0.4700.2024030917261006239,0
1.3.46.670589.11.10042.5.0.4700.2024030917271037270,0
1.3.46.670589.11.10042.5.0.4700.2024030918444251365,0
1.3.46.670589.11.10042.5.0.4700.2024030918412892244,0
1.3.46.670589.11.10042.5.0.4700.2024030918434231276,0
1.3.46.670589.11.10042.5.0.4700.2024030921213321636,0
1.3.46.670589.11.10042.5.0.4700.2024030921201210603,0
1.3.46.670589.11.10042.5.0.4700.2024030921192657602,0
1.3.46.670589.11.10042.5.0.4700.2024030922445889008,0
1.3.46.670589.11.10042.5.0.4700.2024030922453895009,0
1.3.46.670589.11.10042.5.0.4700.2024030922471128042,0
1.3.46.670589.11.10042.5.0.4700.2024030923453235884,0
1.3.46.670589.11.10042.5.0.4700.2024030923474482918,0
1.3.46.670589.11.10042.5.0.4700.2024030923461253885,0
1.3.46.670589.11.10042.5.0.4700.2024030923592273181,0
1.3.46.670589.11.10042.5.0.4700.2024031000004784214,0
1.3.46.670589.11.10042.5.0.4700.2024030923584273180,0
1.3.46.670589.11.10042.5.0.4700.2024031000510701898,0
1.3.46.670589.11.10042.5.0.4700.2024031000515278899,0
1.3.46.670589.11.10042.5.0.4700.2024031000531367932,0
1.3.46.670589.11.10042.5.0.4700.2024031001324173443,0
1.3.46.670589.11.10042.5.0.4700.2024031001341412470,0
1.3.46.670589.11.10042.5.0.4700.2024031001320145442,0
1.3.46.670589.11.10042.5.0.4700.2024031002301915246,0
1.3.46.670589.11.10042.5.0.4700.2024031002305912247,0
1.3.46.670589.11.10042.5.0.4700.2024031002323123280,0
1.3.46.670589.11.10042.5.0.4700.2024031003043634799,1
1.3.46.670589.11.10042.5.0.4700.2024031003031529766,1
1.3.46.670589.11.10042.5.0.4700.2024031003022979765,1
1.3.46.670589.11.10042.5.0.5740.2024030807042459920,0
1.3.46.670589.11.10042.5.0.5740.2024030807032756919,0
1.3.46.670589.11.10042.5.0.5740.2024030807060604973,0
1.3.46.670589.11.10042.5.0.5740.2024030807141400168,0
1.3.46.670589.11.10042.5.0.5740.2024030807161810202,0
1.3.46.670589.11.10042.5.0.5740.2024030807151118169,0
1.3.46.670589.11.10042.5.0.5740.2024030807360093530,1
1.3.46.670589.11.10042.5.0.5740.2024030807365812531,1
1.3.46.670589.11.10042.5.0.5740.2024030807380275565,1
1.3.46.670589.11.10042.5.0.5740.2024030808295410375,0
1.3.46.670589.11.10042.5.0.5740.2024030808285681374,0
1.3.46.670589.11.10042.5.0.5740.2024030808310145408,0
1.3.46.670589.11.10042.5.0.5740.2024030809223257213,0
1.3.46.670589.11.10042.5.0.5740.2024030809232998214,0
1.3.46.670589.11.10042.5.0.5740.2024030809243740247,0
1.3.46.670589.11.10042.5.0.5740.2024030809351992523,1
1.3.46.670589.11.10042.5.0.5740.2024030809331492489,1
1.3.46.670589.11.10042.5.0.5740.2024030809341248490,1
1.3.46.670589.11.10042.5.0.5740.2024030809454009799,0
1.3.46.670589.11.10042.5.0.5740.2024030809443279766,0
1.3.46.670589.11.10042.5.0.5740.2024030809433420765,0
1.3.46.670589.11.10042.5.0.5740.2024030813431275968,0
1.3.46.670589.11.10042.5.0.5740.2024030813420540935,0
1.3.46.670589.11.10042.5.0.5740.2024030813410804934,0
1.3.46.670589.11.10042.5.0.5740.2024030817104187108,0
1.3.46.670589.11.10042.5.0.5740.2024030817091626013,0
1.3.46.670589.11.10042.5.0.5740.2024030817075084987,0
1.3.46.670589.11.10042.5.0.5740.2024030818262273534,0
1.3.46.670589.11.10042.5.0.5740.2024030818245759503,0
1.3.46.670589.11.10042.5.0.5740.2024030818242098502,0
1.3.46.670589.11.10042.5.0.5740.2024030819541429821,0
1.3.46.670589.11.10042.5.0.5740.2024030819545589822,0
1.3.46.670589.11.10042.5.0.5740.2024030819563437855,0
1.3.46.670589.11.10042.5.0.5740.2024030819464882608,0
1.3.46.670589.11.10042.5.0.5740.2024030819461478607,0
1.3.46.670589.11.10042.5.0.5740.2024030819481453639,0
1.3.46.670589.11.10042.5.0.5740.2024030820053654098,0
1.3.46.670589.11.10042.5.0.5740.2024030820041109003,0
1.3.46.670589.11.10042.5.0.5740.2024030820024606977,0
1.3.46.670589.11.10042.5.0.5740.2024030900140157662,0
1.3.46.670589.11.10042.5.0.5740.2024030900155617695,0
1.3.46.670589.11.10042.5.0.5740.2024030900170251720,0
1.3.46.670589.11.10042.5.0.1488.2024011915471496705,0
1.3.46.670589.11.10042.5.0.1488.2024011915455221672,0
1.3.46.670589.11.10042.5.0.1488.2024011915444981671,0
1.3.46.670589.11.10042.5.0.1488.2024011915583776003,0
1.3.46.670589.11.10042.5.0.1488.2024011915571829970,0
1.3.46.670589.11.10042.5.0.1488.2024011915562092969,0
1.3.46.670589.11.10042.5.0.1488.2024011916214465465,0
1.3.46.670589.11.10042.5.0.1488.2024011916192779431,0
1.3.46.670589.11.10042.5.0.1488.2024011916202509432,0
1.3.46.670589.11.10042.5.0.5548.2024010611374190162,0
1.3.46.670589.11.10042.5.0.5548.2024010611114965893,0
1.3.46.670589.11.10042.5.0.5548.2024010611110800868,0
1.3.46.670589.11.10042.5.0.5548.2024010611441539262,0
1.3.46.670589.11.10042.5.0.5548.2024010611451057263,0
1.3.46.670589.11.10042.5.0.5548.2024010611461075294,0
1.3.46.670589.11.10042.5.0.5548.2024010611540035416,0
1.3.46.670589.11.10042.5.0.5548.2024010611545559417,0
1.3.46.670589.11.10042.5.0.5548.2024010611555604448,0
1.3.46.670589.11.10042.5.0.5548.2024010612271632871,0
1.3.46.670589.11.10042.5.0.5548.2024010612291165903,0
1.3.46.670589.11.10042.5.0.5548.2024010612281159872,0
1.3.46.670589.11.10042.5.0.5548.2024010612123779642,0
1.3.46.670589.11.10042.5.0.5548.2024010612114275641,0
1.3.46.670589.11.10042.5.0.5548.2024010612205851786,0
1.3.46.670589.11.10042.5.0.5548.2024010612361781025,0
1.3.46.670589.11.10042.5.0.5548.2024010612371290026,0
1.3.46.670589.11.10042.5.0.5548.2024010612381321057,0
1.3.46.670589.11.10042.5.0.5548.2024010613314714026,0
1.3.46.670589.11.10042.5.0.5548.2024010613324468027,0
1.3.46.670589.11.10042.5.0.5548.2024010613334220058,0
1.3.46.670589.11.10042.5.0.5548.2024010617593960974,0
1.3.46.670589.11.10042.5.0.5548.2024010617573334940,0
1.3.46.670589.11.10042.5.0.5548.2024010617581876941,0
1.3.46.670589.11.10042.5.0.5548.2024010622282920742,0
1.3.46.670589.11.10042.5.0.5548.2024010622291482743,0
1.3.46.670589.11.10042.5.0.5548.2024010622303570776,0
1.3.46.670589.11.10042.5.0.5548.2024010700250048635,0
1.3.46.670589.11.10042.5.0.5548.2024010700254587636,0
1.3.46.670589.11.10042.5.0.5548.2024010700274490696,0
1.3.46.670589.11.10042.5.0.6048.2024030606100584027,0
1.3.46.670589.11.10042.5.0.6048.2024030606122500246,0
1.3.46.670589.11.10042.5.0.6048.2024030606110090221,0
1.3.46.670589.11.10042.5.0.6048.2024030607121315242,0
1.3.46.670589.11.10042.5.0.6048.2024030607110582211,0
1.3.46.670589.11.10042.5.0.6048.2024030607102471210,0
1.3.46.670589.11.10042.5.0.6048.2024030609320534383,1
1.3.46.670589.11.10042.5.0.6048.2024030609335365415,1
1.3.46.670589.11.10042.5.0.6048.2024030609324632384,1
1.3.46.670589.11.10042.5.0.6048.2024030610203054170,1
1.3.46.670589.11.10042.5.0.6048.2024030610194706169,1
1.3.46.670589.11.10042.5.0.6048.2024030610214329201,1
1.3.46.670589.11.10042.5.0.6048.2024030611301215337,0
1.3.46.670589.11.10042.5.0.6048.2024030611290465306,0
1.3.46.670589.11.10042.5.0.6048.2024030611282378305,0
1.3.46.670589.11.10042.5.0.6048.2024030611530114748,0
1.3.46.670589.11.10042.5.0.6048.2024030611520068703,0
1.3.46.670589.11.10042.5.0.6048.2024030611511346702,0
1.3.46.670589.11.10042.5.0.6048.2024030612202978194,1
1.3.46.670589.11.10042.5.0.6048.2024030612183518162,1
1.3.46.670589.11.10042.5.0.6048.2024030612191717163,1
1.3.46.670589.11.10042.5.0.6048.2024030614474098519,0
1.3.46.670589.11.10042.5.0.6048.2024030614482200520,0
1.3.46.670589.11.10042.5.0.6048.2024030614492929551,0
1.3.46.670589.11.10042.5.0.6048.2024030615064985873,1
1.3.46.670589.11.10042.5.0.6048.2024030615072375874,1
1.3.46.670589.11.10042.5.0.6048.2024030615122670948,1
1.3.46.670589.11.10042.5.0.6048.2024030617004890597,0
1.3.46.670589.11.10042.5.0.6048.2024030617021392623,0
1.3.46.670589.11.10042.5.0.6048.2024030617033937718,0
1.3.46.670589.11.10042.5.0.6048.2024030617363710300,0
1.3.46.670589.11.10042.5.0.6048.2024030617371125301,0
1.3.46.670589.11.10042.5.0.6048.2024030617420401375,0
1.3.46.670589.11.10042.5.0.6048.2024030618265771162,0
1.3.46.670589.11.10042.5.0.6048.2024030618215962088,0
1.3.46.670589.11.10042.5.0.6048.2024030618212337087,0
1.3.46.670589.11.10042.5.0.6048.2024030618373301312,0
1.3.46.670589.11.10042.5.0.6048.2024030618402454435,0
1.3.46.670589.11.10042.5.0.6048.2024030618385915338,0
1.3.46.670589.11.10042.5.0.6048.2024030621474282148,0
1.3.46.670589.11.10042.5.0.6048.2024030621482835149,0
1.3.46.670589.11.10042.5.0.6048.2024030621494932182,0
1.3.46.670589.11.10042.5.0.6048.2024030622371501879,1
1.3.46.670589.11.10042.5.0.6048.2024030622380070880,1
1.3.46.670589.11.10042.5.0.6048.2024030622392185913,1
1.3.46.670589.11.10042.5.0.6048.2024030623045778289,0
1.3.46.670589.11.10042.5.0.6048.2024030623025128255,0
1.3.46.670589.11.10042.5.0.6048.2024030623033685256,0
1.3.46.670589.11.10042.5.0.6048.2024030702133687981,0
1.3.46.670589.11.10042.5.0.6048.2024030702142243982,0
1.3.46.670589.11.10042.5.0.6048.2024030702154356015,0
1.3.46.670589.11.10042.5.0.6048.2024030702441585515,0
1.3.46.670589.11.10042.5.0.6048.2024030702445334516,0
1.3.46.670589.11.10042.5.0.6048.2024030702462540549,0
1.3.46.670589.11.10042.5.0.6048.2024030702540179762,0
1.3.46.670589.11.10042.5.0.6048.2024030702544198763,0
1.3.46.670589.11.10042.5.0.6048.2024030702561409796,0
1.3.46.670589.11.10042.5.0.5548.2024010710052157364,0
1.3.46.670589.11.10042.5.0.5548.2024010710061675365,0
1.3.46.670589.11.10042.5.0.5548.2024010710071706396,0
1.3.46.670589.11.10042.5.0.5548.2024010710225282615,0
1.3.46.670589.11.10042.5.0.5548.2024010710251684671,0
1.3.46.670589.11.10042.5.0.5548.2024010710215768614,0
1.3.46.670589.11.10042.5.0.5548.2024010710331040781,0
1.3.46.670589.11.10042.5.0.5548.2024010710350585813,0
1.3.46.670589.11.10042.5.0.5548.2024010710340567782,0
1.3.46.670589.11.10042.5.0.5548.2024010711000631268,1
1.3.46.670589.11.10042.5.0.5548.2024010710590620179,1
1.3.46.670589.11.10042.5.0.5548.2024010710564718147,1
1.3.46.670589.11.10042.5.0.5548.2024010711182484541,0
1.3.46.670589.11.10042.5.0.5548.2024010711172612540,0
1.3.46.670589.11.10042.5.0.5548.2024010711192490572,0
1.3.46.670589.11.10042.5.0.5548.2024010717474381711,0
1.3.46.670589.11.10042.5.0.5548.2024010717505993768,0
1.3.46.670589.11.10042.5.0.5548.2024010717483909712,0
1.3.46.670589.11.10042.5.0.5548.2024010718001306879,0
1.3.46.670589.11.10042.5.0.5548.2024010718010800910,0
1.3.46.670589.11.10042.5.0.5548.2024010718020785935,0
1.3.46.670589.11.10042.5.0.5548.2024010718111689069,1
1.3.46.670589.11.10042.5.0.5548.2024010718121207070,1
1.3.46.670589.11.10042.5.0.5548.2024010718131257101,1
1.3.46.670589.11.10042.5.0.5556.2024030109233723813,0
1.3.46.670589.11.10042.5.0.5556.2024030109221223782,0
1.3.46.670589.11.10042.5.0.5556.2024030109212860781,0
1.3.46.670589.11.10042.5.0.5556.2024030111571817255,0
1.3.46.670589.11.10042.5.0.5556.2024030111593739287,0
1.3.46.670589.11.10042.5.0.5556.2024030111581350256,0
1.3.46.670589.11.10042.5.0.5556.2024030112062662410,0
1.3.46.670589.11.10042.5.0.5556.2024030112053082409,0
1.3.46.670589.11.10042.5.0.5556.2024030112075293441,0
1.3.46.670589.11.10042.5.0.5556.2024030112175325680,0
1.3.46.670589.11.10042.5.0.5556.2024030112154412648,0
1.3.46.670589.11.10042.5.0.5556.2024030112162784649,0
1.3.46.670589.11.10042.5.0.5556.2024030115454150344,0
1.3.46.670589.11.10042.5.0.5556.2024030115464854371,0
1.3.46.670589.11.10042.5.0.5556.2024030115475590372,0
1.3.46.670589.11.10042.5.0.5556.2024030116192943215,1
1.3.46.670589.11.10042.5.0.5556.2024030116202689216,0
1.3.46.670589.11.10042.5.0.5556.2024030116213418249,1
1.3.46.670589.11.10042.5.0.6596.2024012307253120561,0
1.3.46.670589.11.10042.5.0.6596.2024012307243078529,0
1.3.46.670589.11.10042.5.0.6596.2024012307233300528,0
1.3.46.670589.11.10042.5.0.6596.2024012310390637981,0
1.3.46.670589.11.10042.5.0.6596.2024012310380657892,0
1.3.46.670589.11.10042.5.0.6596.2024012310355570860,0
1.3.46.670589.11.10042.5.0.6596.2024012311020275382,0
1.3.46.670589.11.10042.5.0.6596.2024012311035771414,0
1.3.46.670589.11.10042.5.0.6596.2024012311025779383,0
1.3.46.670589.11.10042.5.0.6228.2024020303132775401,0
1.3.46.670589.11.10042.5.0.6228.2024020303141231402,0
1.3.46.670589.11.10042.5.0.6228.2024020303151576433,0
1.3.46.670589.11.10042.5.0.6228.2024020312465614392,0
1.3.46.670589.11.10042.5.0.6228.2024020312475146393,0
1.3.46.670589.11.10042.5.0.6228.2024020312500345449,0
1.3.46.670589.11.10042.5.0.7756.2023121401550870716,0
1.3.46.670589.11.10042.5.0.7756.2023121401542320715,0
1.3.46.670589.11.10042.5.0.7756.2023121401562951749,0
1.3.46.670589.11.10042.5.0.7756.2023121402061451998,0
1.3.46.670589.11.10042.5.0.7756.2023121402045360965,0
1.3.46.670589.11.10042.5.0.7756.2023121402040795964,0
1.3.46.670589.11.10042.5.0.7984.2024022506040551177,0
1.3.46.670589.11.10042.5.0.7984.2024022506045023178,0
1.3.46.670589.11.10042.5.0.7984.2024022506055412209,0
1.3.46.670589.11.10042.5.0.7984.2024022506421857866,0
1.3.46.670589.11.10042.5.0.7984.2024022506431845897,0
1.3.46.670589.11.10042.5.0.7984.2024022506413739865,0
1.3.46.670589.11.10042.5.0.7864.2023122006555506349,0
1.3.46.670589.11.10042.5.0.7864.2023122006574371381,0
1.3.46.670589.11.10042.5.0.7864.2023122006563978350,0
1.3.46.670589.11.10042.5.0.7864.2023122007500606250,0
1.3.46.670589.11.10042.5.0.7864.2023122007515446282,0
1.3.46.670589.11.10042.5.0.7864.2023122007505060251,0
1.3.46.670589.11.10042.5.0.7864.2023122010304260255,0
1.3.46.670589.11.10042.5.0.7864.2023122010312343256,0
1.3.46.670589.11.10042.5.0.7864.2023122010322382287,0
1.3.46.670589.11.10042.5.0.7864.2023122010563787834,0
1.3.46.670589.11.10042.5.0.7864.2023122010512917762,0
1.3.46.670589.11.10042.5.0.7864.2023122010522418763,0
1.3.46.670589.11.10042.5.0.7864.2023122012040315216,1
1.3.46.670589.11.10042.5.0.7864.2023122012025946185,0
1.3.46.670589.11.10042.5.0.7864.2023122012021471184,0
1.3.46.670589.11.10042.5.0.7864.2023122012242267634,1
1.3.46.670589.11.10042.5.0.7864.2023122012232182603,1
1.3.46.670589.11.10042.5.0.7864.2023122012224059602,1
1.3.46.670589.11.10042.5.0.7864.2023122015065431305,1
1.3.46.670589.11.10042.5.0.7864.2023122015113204455,1
1.3.46.670589.11.10042.5.0.7864.2023122015085437331,1
1.3.46.670589.11.10042.5.0.7864.2023122017022503297,0
1.3.46.670589.11.10042.5.0.7864.2023122017005956266,0
1.3.46.670589.11.10042.5.0.7864.2023122017002520265,0
1.3.46.670589.11.10042.5.0.7864.2023122017123076539,0
1.3.46.670589.11.10042.5.0.7864.2023122017110546508,0
1.3.46.670589.11.10042.5.0.7864.2023122017102882507,0
1.3.46.670589.11.10042.5.0.7864.2023122017310634825,1
1.3.46.670589.11.10042.5.0.7864.2023122017271321762,1
1.3.46.670589.11.10042.5.0.7864.2023122017263503746,1
1.3.46.670589.11.10042.5.0.7864.2023122020551857679,0
1.3.46.670589.11.10042.5.0.7864.2023122020555878680,0
1.3.46.670589.11.10042.5.0.7864.2023122020573104713,0
1.3.46.670589.11.10042.5.0.7864.2023122021211526067,0
1.3.46.670589.11.10042.5.0.7864.2023122021215646068,0
1.3.46.670589.11.10042.5.0.7864.2023122021232864101,0
1.3.46.670589.11.10042.5.0.7864.2023122021335748389,1
1.3.46.670589.11.10042.5.0.7864.2023122021304210314,1
1.3.46.670589.11.10042.5.0.7864.2023122021312203315,1
1.3.46.670589.11.10042.5.0.7864.2023122023465996331,0
1.3.46.670589.11.10042.5.0.7864.2023122023453904298,0
1.3.46.670589.11.10042.5.0.7864.2023122023445335297,0
1.3.46.670589.11.10042.5.0.7864.2023122023550320547,0
1.3.46.670589.11.10042.5.0.7864.2023122023572585607,0
1.3.46.670589.11.10042.5.0.7864.2023122023541760546,0
1.3.46.670589.11.10042.5.0.7864.2023122100372600194,0
1.3.46.670589.11.10042.5.0.7864.2023122100355378161,0
1.3.46.670589.11.10042.5.0.7864.2023122100351390160,0
1.3.46.670589.11.10042.5.0.3972.2024031812020823362,0
1.3.46.670589.11.10042.5.0.3972.2024031812024650363,0
1.3.46.670589.11.10042.5.0.3972.2024031812034900394,0
1.3.46.670589.11.10042.5.0.3972.2024031820440601631,0
1.3.46.670589.11.10042.5.0.3972.2024031820461267665,0
1.3.46.670589.11.10042.5.0.3972.2024031820445164632,0
1.3.46.670589.11.10042.5.0.3972.2024031821420831745,0
1.3.46.670589.11.10042.5.0.3972.2024031821442068779,0
1.3.46.670589.11.10042.5.0.3972.2024031821424851746,0
1.3.46.670589.11.10042.5.0.3972.2024031822553892091,0
1.3.46.670589.11.10042.5.0.3972.2024031822541773064,0
1.3.46.670589.11.10042.5.0.3972.2024031822523210030,0
1.3.46.670589.11.10042.5.0.3972.2024031900512937728,0
1.3.46.670589.11.10042.5.0.3972.2024031900500837695,0
1.3.46.670589.11.10042.5.0.3972.2024031900492268694,0
1.3.46.670589.11.10042.5.0.3972.2024031901490932830,0
1.3.46.670589.11.10042.5.0.3972.2024031901495476831,0
1.3.46.670589.11.10042.5.0.3972.2024031901521528891,0
1.3.46.670589.11.10042.5.0.6840.2023122510081993507,0
1.3.46.670589.11.10042.5.0.6840.2023122510100950547,0
1.3.46.670589.11.10042.5.0.6840.2023122510090178522,0
1.3.46.670589.11.10042.5.0.6840.2023122515055451627,0
1.3.46.670589.11.10042.5.0.6840.2023122515063984628,0
1.3.46.670589.11.10042.5.0.6840.2023122515080721661,0
1.3.46.670589.11.10042.5.0.6840.2023122515231092860,0
1.3.46.670589.11.10042.5.0.6840.2023122515251729894,0
1.3.46.670589.11.10042.5.0.6840.2023122515235639861,0
1.3.46.670589.11.10042.5.0.6840.2023122516475076257,0
1.3.46.670589.11.10042.5.0.6840.2023122516495725291,0
1.3.46.670589.11.10042.5.0.6840.2023122516483628258,0
1.3.46.670589.11.10042.5.0.6840.2023122516571282506,0
1.3.46.670589.11.10042.5.0.6840.2023122516591943540,0
1.3.46.670589.11.10042.5.0.6840.2023122516575850507,0
1.3.46.670589.11.10042.5.0.6840.2023122517063526755,0
1.3.46.670589.11.10042.5.0.6840.2023122517072064756,0
1.3.46.670589.11.10042.5.0.6840.2023122517084771789,0
1.3.46.670589.11.10042.5.0.6840.2023122517254878168,1
1.3.46.670589.11.10042.5.0.6840.2023122517275521202,1
